participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.anagram_question1,player.distanceScale_before,player.overlapScale_before,player.anagram_question1_solution,player.anagram_hidden,player.anagram_score,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
24,cl3518pp,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 02:17:08.439712+00:00,0,1,,,0,24,,,,a__d,,,0,1,1,hlzq44hl,,,341H3G5YF0MH4YB98HQ481C5ACD0Z9,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
25,oqi4ja8r,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 02:17:08.455743+00:00,0,1,,,0,25,,,,a__d,,,0,1,1,hlzq44hl,,,341H3G5YF0MH4YB98HQ481C5ACD0Z9,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
26,z9uqdjmf,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 02:17:08.471677+00:00,0,1,,,0,26,,,,a__d,,,0,1,1,hlzq44hl,,,341H3G5YF0MH4YB98HQ481C5ACD0Z9,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
27,ngvgod2w,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 02:17:08.487331+00:00,0,1,,,0,27,,,,a__d,,,0,1,1,hlzq44hl,,,341H3G5YF0MH4YB98HQ481C5ACD0Z9,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
28,hmott0kc,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 02:17:08.504216+00:00,0,1,,,0,28,,,,a__d,,,0,1,1,hlzq44hl,,,341H3G5YF0MH4YB98HQ481C5ACD0Z9,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
29,brvb2qdy,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 02:17:08.519957+00:00,0,1,,,0,29,,,,a__d,,,0,1,1,hlzq44hl,,,341H3G5YF0MH4YB98HQ481C5ACD0Z9,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
30,ooibht6a,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 02:17:08.536228+00:00,0,1,,,0,30,,,,a__d,,,0,1,1,hlzq44hl,,,341H3G5YF0MH4YB98HQ481C5ACD0Z9,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
31,mf2i72cl,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 02:17:08.552130+00:00,0,1,,,0,31,,,,a__d,,,0,1,1,hlzq44hl,,,341H3G5YF0MH4YB98HQ481C5ACD0Z9,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
32,9omp59ji,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 02:17:08.568483+00:00,0,1,,,0,32,,,,a__d,,,0,1,1,hlzq44hl,,,341H3G5YF0MH4YB98HQ481C5ACD0Z9,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
33,2zaby4w4,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 02:17:08.585921+00:00,0,1,,,0,33,,,,a__d,,,0,1,1,hlzq44hl,,,341H3G5YF0MH4YB98HQ481C5ACD0Z9,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
34,zaaamfvy,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 02:17:08.601558+00:00,0,1,,,0,34,,,,a__d,,,0,1,1,hlzq44hl,,,341H3G5YF0MH4YB98HQ481C5ACD0Z9,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
35,2rcx3p3t,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 02:17:08.617368+00:00,0,1,,,0,35,,,,a__d,,,0,1,1,hlzq44hl,,,341H3G5YF0MH4YB98HQ481C5ACD0Z9,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
36,90oezeik,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 02:17:08.633238+00:00,0,1,,,0,36,,,,a__d,,,0,1,1,hlzq44hl,,,341H3G5YF0MH4YB98HQ481C5ACD0Z9,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
37,80zdn8bt,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 02:17:08.649120+00:00,0,1,,,0,37,,,,a__d,,,0,1,1,hlzq44hl,,,341H3G5YF0MH4YB98HQ481C5ACD0Z9,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
38,sx1fmtnc,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 02:17:08.664797+00:00,0,1,,,0,38,,,,a__d,,,0,1,1,hlzq44hl,,,341H3G5YF0MH4YB98HQ481C5ACD0Z9,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
39,xlsqztmf,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 02:17:08.680991+00:00,0,1,,,0,39,,,,a__d,,,0,1,1,hlzq44hl,,,341H3G5YF0MH4YB98HQ481C5ACD0Z9,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
40,lt3hk4v4,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 02:17:08.696451+00:00,0,1,,,0,40,,,,a__d,,,0,1,1,hlzq44hl,,,341H3G5YF0MH4YB98HQ481C5ACD0Z9,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
1,mkaq6xf1,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:47:07.769722+00:00,0,1,A3KT7FHYY6PF2P,3ERET4BTVNH7XHYUYFBP3HL5D259KR,216,1,,9,4,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
2,3t8fibkp,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:47:26.961212+00:00,0,1,ADTKPFD29ZEJ5,34J10VATJG6MJLPSFE1ZCWWHVYKQIJ,262,2,,86,87,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
3,tqvy6vnt,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:47:29.138050+00:00,0,1,A1Z6F6EIUJFC6T,34X6J5FLPU6IEW9YXWMZOXBH8D9QJV,299,3,,125,100,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
4,6pueilj1,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:48:31.604756+00:00,0,1,A1E235KE3CSO7H,3H8DHMCCWAJJ07BBAVGRPD4V4NKKDJ,0,4,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
5,24w5dc2q,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:48:32.487605+00:00,0,1,A1BIAKVGWS7CDV,32Q90QCQ1TTOSDPB6QRBVVMG4ZLKEC,211,5,,9999,9999,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
6,5w7ki168,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:49:16.056906+00:00,0,1,A2PU4YNWITAQVL,3RYC5T2D741EC8RW5OGJQJ7YDYHPRV,0,6,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
7,9sw97htq,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:49:32.990776+00:00,0,1,A3IQ3QXZ2ISSQK,3RYC5T2D741EC8RW5OGJQJ7YDYHPRV,217,7,,55,49,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
8,ssccjsnw,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:49:47.169491+00:00,0,1,A3QEVFM3UD67BA,3YMU66OBIOGVA1KU60E2I6R0PYWGHL,264,8,,-2,0,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
9,z4hsdlvu,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:49:56.348764+00:00,0,1,A1OBB3PWYWK9KK,3COPXFW7XCKSP4E1F47MP7LKI6NPK2,316,9,,32,23,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
10,cjitvfpx,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:53:02.250909+00:00,0,1,AAI32CU3ZUGGV,3L0KT67Y8FOKM1JAB0C7TK56364YSP,47,10,,9999,9999,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
11,f89opys8,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:53:13.976725+00:00,0,1,A2BGRGVU9HG0C6,3LOTDFNYA877TRJOQFUK1O1B38AWF5,277,11,,123,100,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
12,p9vb8d05,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:54:52.118916+00:00,0,1,A3N21HBZFYFEXJ,3NAPMVF0ZXN82I6BUC71PP851DX27Q,31,12,,9999,9999,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
13,gdfs86ni,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:57:22.001570+00:00,0,1,ADIAEAPYRI8CK,3300DTYQT3PA3GN6JVB8RHYP35DQEA,147,13,,1,0,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
14,4844s8iy,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:58:30.706617+00:00,0,1,A2526X03E9SRLI,3PDJHANYK6OTD8VOUN5G6FEBVLVH6O,15,14,,9999,9999,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
15,0leuw79x,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:58:49.750472+00:00,0,1,A2ZEHUBBSFQ25N,3EFVCAY5L4HC8S92B25Z26QHE8PJ8H,201,15,,28,18,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
16,5t38pbhm,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:26.985702+00:00,0,1,,,0,16,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
17,mgf4titx,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.005096+00:00,0,1,,,0,17,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
18,7wwwpwyc,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.022298+00:00,0,1,,,0,18,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
19,z43ts8an,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.042011+00:00,0,1,,,0,19,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
20,261obl8e,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.061406+00:00,0,1,,,0,20,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
21,m9ej14od,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.078015+00:00,0,1,,,0,21,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
22,uw0qxo85,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.099533+00:00,0,1,,,0,22,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
23,79se969r,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.117097+00:00,0,1,,,0,23,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
24,1dx0bv6j,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.133145+00:00,0,1,,,0,24,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
25,hvtj4vcw,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.148762+00:00,0,1,,,0,25,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
26,m6fbo0dj,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.164182+00:00,0,1,,,0,26,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
27,33s89bss,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.180588+00:00,0,1,,,0,27,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
28,ru9h6j3m,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.196109+00:00,0,1,,,0,28,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
29,hrocr9dj,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.218008+00:00,0,1,,,0,29,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
30,a43kjmyf,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.233652+00:00,0,1,,,0,30,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
31,ebchrw7t,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.249929+00:00,0,1,,,0,31,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
32,w64rv6mz,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.265523+00:00,0,1,,,0,32,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
33,d74vkfj9,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.283028+00:00,0,1,,,0,33,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
34,buxp76rx,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.298859+00:00,0,1,,,0,34,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
35,km4y3fwu,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.318225+00:00,0,1,,,0,35,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
36,p0ptneg0,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.334359+00:00,0,1,,,0,36,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
37,qhlaczsb,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.350282+00:00,0,1,,,0,37,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
38,1g3nwo7k,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.365956+00:00,0,1,,,0,38,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
39,rh0p58aq,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.381938+00:00,0,1,,,0,39,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
40,5ued1zpk,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 17:59:27.397657+00:00,0,1,,,0,40,,,,a__d,,,0,1,1,fpnd0fca,,,33BFF6QPI1J9RV51GHOGBVGUWNO3WE,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
1,k2idhakx,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:27:47.336410+00:00,0,1,A1RJ2LORL5PJHS,3QFUFYSY9ZNVKP04G9O16WIKJFJ4FZ,63,1,,125,100,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
2,ee77fvdc,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:27:55.969012+00:00,0,1,A2VE5IV9OD2SK1,3FK0YFF9P0OJAZ590KUSX8LJKT3VVP,241,2,,32,23,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
3,t72sdqdo,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:28:02.790336+00:00,0,1,A2WWCLNBO1B1KZ,3VSOLARPKCH11JQND9JQMV432HS93R,62,3,,9999,9999,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
4,oduv10be,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:28:09.875878+00:00,0,1,A2SRC38HIJ2X19,39GHHAVOMGZBPRM0ZZFMLUACCM04J2,183,4,,2,0,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
5,7mlrvgo5,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:28:44.859337+00:00,0,1,AEF601SQFOSBL,3G5W44VEU8QMCRL2CLHZVY7SHG9GK0,55,5,,125,100,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
6,8bmjx08n,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:28:53.926256+00:00,0,1,ADKBTSKPX195Q,30ZX6P7VF931MD7DVLWYSFDES84J2L,211,6,,58,52,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
7,4k93l1dm,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:29:56.689720+00:00,0,1,A3SXV3VD8DJ0YX,3HQUKB7LNGM9AXF5Q6WK36314ZIHHW,276,7,,9,3,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
8,9ya2ihtc,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:30:19.718783+00:00,0,1,AP6CJAMKZ7GR4,3SKRO2GZ72ZP8CVZU2WWOB3MFRQK14,257,8,,24,14,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
9,ahe5e77l,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:30:59.749207+00:00,0,1,AB7QN439WP6RY,3FIJLY1B6VCH9IMNETGP9UTFABFFP1,253,9,,35,26,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
10,1sk7rchn,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:31:16.811344+00:00,0,1,A28TQLI359OMRC,317HQ483I801GOC0ZM9I821CQO6INZ,165,10,,110,100,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
11,w2pe7he8,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:31:24.072425+00:00,0,1,A399GYOD60WD7M,3SB5N7Y3O4CKZ1EY8S7HCESJ3I3G0U,216,11,,16,8,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
12,0h6ksdrn,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:31:38.057796+00:00,0,1,A2UUT3XS4L80YU,37Z929RLGAGO5FKG1UP8L3DRO4UST2,42,12,,9999,9999,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
13,7whz4tob,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:31:38.638618+00:00,0,1,A39VDXGL1RVURU,34J10VATJG6MJLPSFE1ZCWWHVZTQIU,200,13,,103,100,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
14,3kl2yfo9,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:36:17.181797+00:00,0,1,A1RH51JJJ0CMBV,3LUY3GC63084UP7HWAIDL2GYCNX7PQ,0,14,,,,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
15,z1g9nrxb,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:37:33.473741+00:00,0,1,,,0,15,,,,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
16,48gq8pda,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:37:33.495852+00:00,0,1,,,0,16,,,,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
17,h8e1gyjp,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:37:33.512488+00:00,0,1,,,0,17,,,,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
18,rindw53q,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:37:33.529218+00:00,0,1,,,0,18,,,,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
19,fjc5uuzd,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:37:33.546246+00:00,0,1,,,0,19,,,,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
20,37lyvfxd,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:37:33.564373+00:00,0,1,,,0,20,,,,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
21,fcm5hwmo,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:37:33.595849+00:00,0,1,,,0,21,,,,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
22,xro30bvo,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:37:33.613194+00:00,0,1,,,0,22,,,,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
23,qcrqtbgv,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:37:33.633964+00:00,0,1,,,0,23,,,,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
24,tysif870,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:37:33.649928+00:00,0,1,,,0,24,,,,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
25,qhg4hv2o,,0,28,27,conclusion,1,Results,127.0.0.1,2017-09-13 18:37:33.668923+00:00,0,1,,,0,25,,,,a__d,,,0,1,1,xemkcr4x,,,371DNNCG44A30B7DXTE1FSH68F08TN,3JOSSMLR1M2RR0X73N0UL2MIUAFQ92,,0
